Comment,Actual_Sentiment,Predicted_Sentiment_Lexicon
Happy 1 year later thanks you for everything again and happy anniversary,positive,positive
Tobey Maguire spiderman should have walked into the MCU with a slice of pizza saying its pizza time or when all 3 spidermen were in the school lab and Tobey should have said pizza time to the other 2 spidermen this would have been epic Or if MJ was stood at the portal that Ned opened and she said go get them TIGER !!! Any of these ideas would have been epic,neutral,neutral
"Did anyone else forget Tobey and Andrew were NOT in the trailer while watching this, and then thought where are they?????????",neutral,negative
Spiderman no way home 2021,neutral,neutral
Next movie of Spiderman<br>&#39;Spider man don&#39;t have  bathroom&#39; ????,negative,neutral
"mid movie, trailer was good though",positive,positive
Idk what is happening to avengers. First Tony stark (the closest man to Peter Parker)died and now????Peter Parker is forgotten from the world. I think this is the last movie of spider man[Peter parker],negative,negative
It&#39;s been 1Ã£?Ã¨ÃÃ¼Ãº year since the movie released. G.O.A.T movie of Spiderman????Ã£?Ã¨???Ã¹ÃÃ¹?Ã£?Ã¨,neutral,neutral
Coming here almost eight months after the trailer dropped. Still get chills watching it. I wish we could relive the hype.,positive,positive
I miss the hype for this movie so much ????,positive,negative
Settling down for the night ???? ???? ???? Ã??,neutral,neutral
"At the beginning green goblin doesnt have a mask, could this be harry???",neutral,neutral
"no way, it&#39;s home",neutral,neutral
Exactly Two years since this trailer released,neutral,neutral
WhoÃ??s here after Deadpool and Wolverine,neutral,neutral
No Tobey no andrew thos sucks,negative,negative
Just came back to experience the hype ????ÃÃ¹? again,positive,neutral
it&#39;s being 2 years and i still enjoyed it????ÃÃ¹?,positive,positive
Spider-Man tries to be friendly to a larger neighborhood.,neutral,positive
Doctor strange,neutral,negative
Did they just show the whole movie with this trailer? WTF,negative,negative
Tom Holland is the best Spider-man,positive,positive
"It felt amazing at first, but now I&#39;m starting to notice the immense amount of potholes. This movie really was just a cash grab.",negative,positive
Doctor strange: there coming thru and i cant stop them,neutral,neutral
What&#39;s a crap,negative,negative
What a crap movie. DonâÃÃ´t waste your time. ItâÃÃ´s long and lowest story ever,negative,negative
Take me back to this hype ??Ã¹Ã??Ã¹Ã,neutral,neutral
He said he got bit by a spider then how come he makes his own web fluid this is so confusing me.,positive,negative
I would do anything to watch this again for the first time,positive,neutral
This movie is so Amazing and insane i have watched it 9 times,positive,positive
"Proof that Sony has learned NOTHING from other Spider-Man live-action sequels. Not only are there even more bad guys crammed into the movie, there are multiple Spider-ManâÃÃ´s too. It will be hard to make the movie focused!",negative,negative
Every scene in this trailer looks so fake.  It&#39;s practically a cartoon.,negative,negative
IâÃÃ´m literally gonna waste all my money just for this.,negative,negative
i refuse to believe this was three years ago time is going too fast ????,neutral,negative
It was a stupid movie,negative,negative
Damn black banter trailer at 46 million in less than 24 hours. I thought this would be the highest view trailer in record time.,positive,negative
I really hope they make another oneÃÃ¹?Ã£?Ã¨,positive,positive
"Soon they are just going to upload half of the movie instead of trailer, and then you have to pay 15$ to watch that another half. ï£¿Ã¼Ã²Ã²",negative,negative
this movie was a banger,positive,neutral
I REALLY WANTED TO LIKE THIS. but  i couldn&#39;t. i thought it was stupid. I&#39;m sick of Spiderman being a child,negative,negative
Who is here after venom 3???Ã¹,neutral,neutral
Here after the movie completed its 2 years anniversary. Time flies...,neutral,neutral
This movie sucks. Waste of time,negative,negative
The real crossover wasnÃ??t in the movie. Wong vs The Beyonder from the 90s animated Spider-Man. On Fox Kids and Jet-X for the young fuckers.,negative,negative
this movie is crap,negative,negative
Anyone back here after Multiverse of Madness?,neutral,negative
What a mess.,negative,negative
Still remember I was going to school when this trailer dropped and I watched it in the bus. Damn time flies really fast,positive,negative
i wonder if tobey and andrew are gonna be in this movie,neutral,neutral
"come to think of it , mcu peter tried to interfere with a canonical event first before miles",positive,neutral
2 years ago everyone waited to see 3 Spiderman in 1 flim ????????????,positive,neutral
"Okay..I loved the movie, watched it when it came out and watching it now. WouldÃ??ve loved a tv seriesÃ??just saying",positive,positive
not watching that shit,negative,negative
This movie. Amazing. An experience. JustÃ?? just utterly ??Ã¹Ë EVERYTHING,positive,positive
The hype for this movie was genuinely so crazy,positive,negative
Wait it&#39;s 2023 already?,neutral,neutral
This was the worst Spider-Man movie ever made.,negative,negative
Can&#39;t believe I cried so much when Peter was on the rooftop and when&#39;s saying his goodbyes. I really felt his pain.,positive,negative
Bad movies.Back and back..Back and back..Not interested at all,negative,negative
3 minutes is way too long for a preview.,negative,neutral
Here I am at 2 year at that trailer,neutral,neutral
i already watched the movie and i hate the ending of this movieï£¿Ã¼Ã´Ãï£¿Ã¼Ã´Ã¨,negative,negative
Already over 2 years agoÃ?? damn,neutral,negative
Is Toby McGuire in this shit or not,negative,negative
yesterday watched this movie.. very disappointed with story line up and acting. means i thought lets watch all spider man together pure nostalgia but... the movie line was shit ï£¿Ã¼Ã­Â©ï£¿Ã¼Ã­Â©ï£¿Ã¼Ã­Â© totally frustrating ï£¿Ã¼Ã²Â§.,negative,negative
baby spidy not perfect character,negative,positive
"I hated this movie in very possible way.. terrible writing, terrible acting, terrible concept of spider verse.",negative,negative
seriously? people still look this shit?,negative,negative
"It&#39;s like doctor strange did that intentionally, ï£¿Ã¼Ã«Ã",neutral,positive
ItÃ??s crazy how i completely missed hearing about this movie.  I wonder why they didnÃ??t do a better job at marketing it and hyping it up,positive,negative
Why tobey and andrew are not here?,neutral,neutral
Bad movie in my opinion,negative,negative
1 Year 51 Minutes,neutral,neutral
This Spider-Man lacks common sense,negative,negative
Who that dude in the black suit?,neutral,neutral
Tobey and Andrew was not in no way home trailer,neutral,neutral
"I remember the hype for this SOOO much, I remember watching this trailer over and over",positive,neutral
"I hate the new spiderman films, they should have stopped after The Amazing Spiderman films<br><br>A) Andrew Garfield tried and it went okay at best<br>B) The originals will always be the best<br>C) Tom Holland is nothing in comparison<br>D) Mary Jane has always and will always be a white ginger girl, this ain&#39;t debatable<br><br>I could go on, but i think that clears up how much i fucking despise the new films, the only reason id even consider watching this is just to see how damn inferior Holland is to the others",negative,negative
Take me back ???Ãµ???Ãµ,neutral,neutral
imagine watching this movie without all these fucking leaks..,negative,negative
the story is so boring and non logical. Dr. Strange can&#39;t make a stupid risky magic like that. This movie is suitable for kids.,negative,negative
The last great mcu movie.,positive,positive
Can somebody explain me if all the people who knew Peter Parker is spider man got alive in other multiverse and they saved those persons why Gwen didnÃ??t spawn there she also knew that peter is spider man,neutral,positive
"I absolutely don&#39;t like the mcu. It&#39;s boring af and just too much. They really over did it. Usually I would never even think about going in this movie becouse I don&#39;t want to support cash grap, but then I heard THAT rumor. I only went in the theater for that rumor and hell I wasn&#39;t disappointed. I mean the movie was still dull and meaningless but this one moment was every cent worth it",negative,negative
Spoilers- <br>At first I liked this movie so much but the more I think about it the more I&#39;m becoming disappointed.<br>Specially Peter (Tom) kept pissing me off.<br>I don&#39;t know why MC kept him making stupid and annoying mistakes. Ik he&#39;s Young and new but still.<br>One time they&#39;ll make him super intelligent and the next moment they&#39;ll make him super dumb.<br>Also it was quite confusing. Cause in end game Hulk said that changing the past won&#39;t change what happened. So how Peter changing the villains will change whatever happen to them? <br>And if it worked then in endgame killing baby Thanos should work as well????<br>Idk. I can be wrong.<br>But still it&#39;s a good movie. And movies don&#39;t go well with logic so sorry for my rant<br>Sorry for bad English.,negative,negative
With great superpower great responsibility come<br><br>-Aunt may and uncle ben,positive,positive
Over one year so fast. Spider man Should return.,positive,neutral
"Wow, a year ago this great trailer, without a doubt one of the best spiderman movies, thanks Marvel and Sony for so many emotions!",positive,positive
"Looks terrible, don&#39;t think I&#39;ll bother.<br>Far From Home was bad enough.",negative,negative
Still The Greatest Marvel Superhero Movie Of All Time,positive,positive
"One of the worst movies ever,I am glad I refuse to see this garbage at the cinema",negative,negative
"In that time, the movie was good, now is shit",negative,negative
This movie was so good honestly because of the cameos and the old villains coming back,positive,positive
horseshit,negative,neutral
Just saw it. Super mediocre,negative,positive
After watch only 34 mins . I understood why no one I talked to ever want to be spider man cause he is pathetic woke and marvel has taken that pathetic zingoissm to next level . Worst spider man ever . It was just 34 mins of headache,negative,negative
Who&#39;s Waiting for Sep 02 ! Indian Fans! Spider Man No Way home: Extended!,positive,neutral
I can not describe the hype I was feeling while watching this trailer in November 2021.,positive,positive
Iam missing toby maguire!,neutral,negative
Hope it doesn&#39;t end like the newest James Bond. Ending was awful.,negative,positive
Spider-Man no way home full movie Bana,neutral,neutral
"not that the hype has died down looking back the movie is actually really bad, basically the non mcu Spiderman characters carried and tom holland spiderman was basically iron boy jr for like 85% of the movie. It wasn&#39;t until the last 15 minutes he was actually spider-man.",negative,negative
"I wish we were getting Spider-Man 4 this year, but weÃ??re not gonna get any Spider-Man movies this year anyway which sucks????????????????",neutral,negative
This movie is already nostalgia after a year ago,positive,neutral
Why do these people have to turn adds on on a movie trailer? Seriously why?,negative,negative
"I&#39;m gonna make everyone jealous with just this one sentence: I have actually for some reason missed this movie totally and haven&#39;t still seen it, i will be watching it for the FIRST time now, in 2023! :D",positive,positive
S&#39;il vous pla??t faites The Amazing Spider-Man 3 ??Ã¹Ã???Ã¨,positive,positive
"This gave me happy tears <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=155"">02:35</a>",positive,positive
THIS MOVIE IS TWO YEARS OLD,neutral,neutral
Am i the only one think this is lame,negative,negative
Boring,negative,negative
What the heck the thumbnail for this was a Spider-Man with the venom symbiotie?????,neutral,neutral
"from <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=6"">0:06</a> it looks like peter is from GTA",neutral,positive
Girlfriend chor Amazing Spiderman,positive,positive
this is not Peter so boring i want Peter plz,negative,negative
"Look at how emotionally invested these mindless idiots and lazy thinking youngsters are in characters in a MOVIE and no longer wonder about &quot;student activists&quot; (courtesy of &quot;teachers&quot; in Marxist teachers unions) buying into this race and equity and diversity bullshit and proceeding to riot, loot and burn their way across a country.",negative,negative
Will never get over hearing Goblins voice and just chills!!!!,positive,neutral
Happy 1 year anniversary to this beautiful trailer! The hype for this Movie was real and it lived up to the hype 100% wish I could re live it all over again.,positive,positive
"I thought there would be a post-credit scene for the latest Spider-Man movie, which seems like a wasted opportunity, they could have shown what happened to one of the Spider-Man variants or their villains from their perspective back to their timeline, or show a cameo of Nicholas Hammond as Spider-Man missing the fight like Tom Hardy as Venom missed it",neutral,positive
"so immature, hate the story",negative,negative
TWO YEARS AGO IS INSANE,neutral,negative
This movie was an era of marvel that was a once in a life time experience.,positive,positive
"I remember watching this movie with my girlfriend and now she&#39;s already with someone else. I really miss her and the tickets of this movie, I still have it and kept it.",positive,negative
Looks like the worst spiderman film ever. Anyone want to front on me know that I&#39;ve been a fan of marvel for 50 years so im saying this film is a total piss take. Everything but the kitchen sink thrown in and tongue in,negative,positive
"No good screenplay, irrational story development. Just a one-star movie.",negative,positive
YouTube recommended me this trailer today .<br>What a hopeful movie it was...!! ÃÃ¹?,neutral,positive
Bro I cannot wait for this to come out next month,positive,neutral
WhoÃ??s this new kid?,neutral,neutral
Hidden tobey andrew ï£¿Ã¼Ã²Ã,neutral,neutral
nice movie with handsomessss,positive,positive
Can this movie come to Bangladesh,neutral,neutral
"I will never forget the hype for this movie. Trying to figure out if the other 2 Spider-Men are really in this movie, the urgency to get tickets before they run out, then finally watching this movie and seeing the other 2 Spider-Men show up and not just for the final battle. I can still hear the audience reaction in my head when Tobey and Andrew finally showed up. I wish I could go back to 16th December, 2021 opening night and rewatch this movie for the first time. ÃÃ¹?",positive,negative
"Even after 1 year, Green Goblin&#39;s voice is enough to give me chills",positive,neutral
"Bring iron man back this stupid spider can handle shit , let see what the old one can do",negative,negative
"A year ago today this movie trailer came out, one of the best movies that I have ever seen.",positive,positive
I miss the hype,positive,negative
" the acting , special effects were great . With that being said I did not enjoy the movie. I thought the story line could have been a lot better . I donâÃÃ´t like the fact his aunt was murdered because of his choice . I donâÃÃ´t like the fact the writer set an example that is not realistic . The moral of the movie for me was if you are being robbed by a criminal give the criminal the keys to your car to drive away with  , open your door and let the criminal in your home and assist them with stealing your property. If your family gets hurt in the process itâÃÃ´s ok because you must be kind all the time even if you are being violently attacked are robbed. STUPID CONCEPT !",negative,negative
"I went to a pre-release of the movie at 12 PM and I canÃ??t explain how close I was to losing my voice due to all the screaming. Jesus, the hype for this movie was so damn worth it.",positive,negative
"I thought venom would be in this movie, and i thought goblin would actually turn into a goblin monster????",neutral,neutral
"It would be cool if a new Spiderman appears in Spider-Man, the Cosmic Spiderman that is already listed in Marvel fandom. This could be well combined with the multiverse of Doctor Strange as an example. In space lurk certainly still many dangers and probably new opponents of Spiderman.",positive,positive
Holy crap,negative,negative
fuckeddddd .... seriously watched this with no interest ... the most pathetic and funny spiderman movie since ... <br>just watched it 5 mins before and it screwed my mood ...,negative,neutral
You gotta be 9years old to like this shit,negative,negative
This was without a doubt the best Spider-Man movie and best movie of phase 4.,positive,positive
I&#39;m the only one who doesn&#39;t care nor has any desire to see this movie. it&#39;s ehh to me. not interesting.,negative,positive
When will spidy go to his home<br>In his first movie he was home coming<br>In his second movie he was far from home <br>And now in his third movie he is no way home <br>In fourth movie I think he can&#39;t go to his home,neutral,neutral
"Best spiderman movie. This movie will age very well, too bad the future watchers of this wont understand the hype very well even if they knew it was a callback from all the previous spiderman movies because those old spiderman movies never became their childhood nostalgia movies.",positive,negative
Fun fact Ã?? <br>You are not here first time.,neutral,positive
This might be Marvels greatest film and ANY franchise film for that matter. The way all the spiderman movies was unintentionally tied into eachother via the multiverse resurrecting all the old villains and spidermen was insane . Hats off to the writers who conjured this up .,positive,positive
"I come back after 2 years and it was so awesome i remember back in 2021 when the trailer just came out I was so hype, thank you so much",positive,positive
What soundtrack is?,neutral,neutral
absolutely sick!!,negative,negative
Wheres venom :(,neutral,neutral
The last part of movie was pretty disappointing :(.,negative,neutral
Does anyone else besides me find it a little weird how they recommended the Spider-Man PS4 and Miles Morales game at the end of the trailer ï£¿Ã¼Â§Ã®ï£¿Ã¼Â§Ã®ï£¿Ã¼Â§Ã® (are they connected as well?),negative,positive
"It wasn&#39;t Peter&#39;s fault his identity was revealed, it was that stupid guy named Beck. Hate that dude for Peter :(",negative,negative
"Still canÃ??t stop watching this trailer since they brought back the original actors, especially Tobey Maguire. It was the best movie I ever saw.",positive,positive
"Honestly, movie was pretty terrible. I&#39;ve watched the old spiderman movies and loved seeing them communicate but I do not think that nostalgia can fuel this whole movie. Movie was still good but spiderman 2 is ten times better.",negative,positive
Never in my 28 years of existance have I seen a more boring movie. Never had i not finished a movie i started watching. Till now.,negative,negative
2 years later... ????,neutral,neutral
Typical focused on special effect only movie. So predictable that it&#39;s a pain to watch,negative,negative
"This trailer spoils so much of the movie its insane, I don&#39;t understand why they do that. I&#39;d rather have a short teaser hyping you up than this kind of trailer spoiling the whole movie",negative,negative
Trailer 3 minutes!!! I always feel that bad movies known from long trailers,negative,negative
"I just watched this for the first time 2 days ago... Honestly got fed up of the superhero stuff... But that&#39;s all tv has on it these days.. so got sucked in..<br><br>It was excellent.. thought I&#39;d come read comments and realized that some (many) don&#39;t feel the same... <br><br>So decided to comment.. to put things in perspective.<br><br>See i saw the first spidermen in cinema... There was hype... All we had before this eas batman and superman movies... Xmen also just took off... These were cartoons that we grew up with that shaped us in more ways than we knew.. so it was important to us to see these characters come to life on the big screen...<br><br><br>Tobey was our first spiderman... We didn&#39;t have internet like we do now with data and cellphones.. so for us.. he just vanished... And was replaced by Andrew... And then 2 movies later... Another spiderman... <br><br>Each director told us a story... In their own way... And because they each remembered things differently... There were differences... <br><br>And we were asked to forget the previous movies... Because it was like a slate being wiped clean and irrelevant to the current happenings... <br><br>This was a breaking of the fourth wall for us...  By having them break the third...<br><br>The only other time this happened?? X-Men first class (mystique). <br><br>... So yes... There was a great deal of hype... Because then unlike now.. we didn&#39;t expect that it would have been the last time for us to see either of them as spiderman again... <br><br><br>Stated another way... Imagine 70 years from now... A reboot of James Cameron&#39;s titanic.... But the old lady telling the story is kate Winslet <br><br>Or 19 years from now... An ironman reboot... With Robert Downey Jr. <br><br>Or perhaps my best example yet.... A strange world where heath ledger and Joachin Phoenix square off against keaton and  kilmer.<br><br>Or all the bond actors together in one film...<br><br>See.... It&#39;s impossible... .... ... With this film Hollywood did the impossible<br><br><br>Oh! And fyi... It&#39;s the X-Men and spiderman that made enough money and got the MCU happening... Because it was profitable and people wanted more... <br><br>Compared to hulk, green lantern, and a lot of other shitty superhero movies along the way<br><br>(Yes lantern is DC.. but my point is the real world isn&#39;t isolated like that... They&#39;re all one big genre)<br><br>.... Goblin... Oc... Those characters died on us... And we felt it... So to see them.. in the ORIGINAL format....  We fans were done justice...a proper homage. They brought 3 generations of spiderman fans together in a way I don&#39;t see happening anytime soon until X-Men finds it&#39;s way",positive,positive
iÃ??ll never forget seeing this in theatres ugh,neutral,negative
I can&#39;t it&#39;ll be almost 2 years ???Ã,neutral,neutral
"Am i too old now? I feel like this gonna be the worst Spidr-man ever, This is shit, Spider-man (2002-2007) are the best",negative,negative
SCOOBY DOO THIS CRAP <br><br>Had me laughing ï£¿Ã¼Ã²Ã,neutral,positive
Did anybody notice the glitch on the part that after may died and both Peter&#39;s going to his school roof top to support him the moment after they jumped and landed you can see the fake placement,neutral,negative
I was sobbing when Mj fell I kept looking her up to see if she was booked after this cause I HAD NO CLUE GWEN WAS GONNA ???Ãµ,neutral,negative
this is literally the gayest trailer ive seen what a stupid storyline.. they basically combined all the enemies in previous spider man movies.. what a stupid idea completely brainless,negative,negative
Wow. I seen the movie before any of the trailers. They ruin the whole story wtf. Thats why i stoped watching them,negative,negative
Please...we don&#39;t want any other Trailer !!,negative,positive
Let&#39;s talk of the power of Brand Loyalty to Marvels... Coz truly Speaking this movie is boring like the worst.of most Marvels ... Overrated... ï£¿Ã¼Ã²â¢ï£¿Ã¼Ã²â¢ï£¿Ã¼Ã²â¢ï£¿Ã¼Ã²â¢,negative,positive
Looks like the worst spiderman film ever. Anyone want to front on me know that I&#39;ve been a fan of marvel for 50 years so im saying this film is a total piss take. Everything but the kitchen sink thrown in and tongue in cheek. Too lighthearted to feel any actual menace.,negative,negative
DonÃ??t Mind CanÃ??t Find Home Coming On Netflix Can Still Watch This Right?,neutral,neutral
How has it been 2 years already?!!! ????,neutral,neutral
Tom Holland spiderman was the most stupid and brainless spiderman,negative,negative
I miss the era ??Ã¹Ã,neutral,negative
2 years....,neutral,neutral
There is tobey and andrew in this movie,neutral,neutral
"He is a little twit that Peter in this one, had he listened to Dr Cucumber , none of this grief would have happened and New York wouldnÃ??t have to be destroyed so many times again! IÃ??d hate to live in NY and pay for buildings insurance!",negative,negative
"Oscars Piece of shit , latââ n American people don&#39;t like boring movies , i don&#39;t waste my time watching boring movies that Oscars like",negative,negative
This Movie Was Too BAD! looks like a children&#39;s&#39; movie,negative,negative
3 Years,neutral,neutral
"Marvel logic is weird.   Fact,  if you love someone, but forget them, you will still feel love.  Emotions are a totally separate thing, and they don&#39;t forget.   A prior film made a comment that changing the past doesn&#39;t change the future.  They are so wrong with  all of  it.  The movies are fun, but stupid",negative,positive
"CanÃ??t wait for, <br>Spiderman: Forgotten Home!",neutral,negative
Why are they showing us a video of some random teenager. WhoâÃÃ´s peter?,negative,neutral
My theory is andrew will meet tom and tobey after gwen death. Andrew was missing for a while after gwen death. He will meet tom and tobey to redeem himself and get his fighting spirits back and return to his multiverse during the rhino attack.,neutral,negative
Looks shit âÃÂ¶ usual been done before script. Let me guess âÃÂ¶ he saves the world. They always do.,negative,negative
Im so glad i dont watch trailers anymore.... i get to be surprised ???? i watch this after I watched the movie. And Its was much better not knowing.. ????????,positive,positive
Can&#39;t wait to watch this amazing movie again again and again ???Ã§????????????,positive,positive
Crazy this trailer really spoiled almost everything,negative,negative
"This was two years ago...<br><br><br><br>Time flies fast, don&#39;t it.",neutral,neutral
What a shit show,negative,negative
Back here after see into spiderverse trailer bcs miguel o&#39;hara ???Ãº,neutral,neutral
venom wasn&#39;t appear in this movie. If it does the movie would be complete,neutral,neutral
"lol in the movie we know there&#39;s three peters but without that knowledge I&#39;d be pretty damn confused what the lizard was doing at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=140"">2:20</a> lmao",neutral,positive
This was the most depressing spiderman movie ever.  I wish it had never been made.,negative,negative
I would watch this trailer every day when it first came out,positive,neutral
Already a year since the greatest Spider-Man crossover,positive,positive
ItÃ??s been a year daddyÃ??,neutral,neutral
I watch the new spider man no way home ???Ë????ÃÃ¹?,neutral,neutral
Happy 1 year of the second trailer of this unique movie!Ã?Ã¹Ã£?Ã¨,positive,positive
"Don&#39;t watch this movie, before watching spiderman 1,2,3 and amazing spiderman 1 and 2.",neutral,positive
wow benedict cumberbatch&#39;s american accent is horrible,negative,positive
I heard so many positive reviews about this movie. This shit was boring as hell!!,negative,negative
"???? Marvel Studios ? But surely No Hollywoodcamera !!! Nasty unsharp Backgrounds , ???????Ã¹, IS IT forcing eyesickness ??? This ain&#39;t No Quality ! I do ASK a question: the movies camerauser ,If He IS with His car ON His Gasstation , will He agree that only His half carwindow gets cleaned or will He Desire that the carwindows have to get completely cleaned because He wants to have a clear sight ? But for the moviewatshers He switsh the cameraeffect unsharp active ? Sabotage? Nasty service Bad Quality ! Movie destroyed !",negative,positive
The fact that this is turning 3 years old this year is honestly crazy,neutral,positive
i just watch ts sometimes to feel something,neutral,neutral
where is the extended cut,neutral,negative
"Wait did guys not notice something, in the scene where Tom/Peter charges at electro, lizard, and sandman, electro and sandman seem to not go after Pete but at something or someone else, 2 other people that are helping Tom/Peter fight them, Tobey and Andrew.",neutral,neutral
2 years after this trailer... Feels like yesterday,neutral,positive
"Fun and adventure, a wonderful movie that deserves to be the first",positive,positive
Cant believe this happened a year ago yesterday,neutral,neutral
"This trailer came out a year ago, you know that?<br><br><br><br>Let that sink in for a moment. This absolute <i>masterpiece</i> of a trailer for this absolute <i>masterpiece</i> of a movie came out <i>exactly</i> one year ago, <i>today!!!</i> And I <i>still</i> get chills whenever I watch it. This movie was a once in a lifetime experience that I don&#39;t think will be recreated by Marvel or any other film studio for that matter, no matter how hard they might try to do so. There will never be another cinematic experience quite like Spider-Man: No Way Home. Even after all this time, it still feels like a dream to see all <i>three</i> Spider-Men in the same movie together and all get their time to shine. Everything for this movie was just pure <i>perfection!</i> I think Homelander said it best:&quot;It was perfect. <i>Perfect.</i> Everything. Down to the last minute details&quot;.",positive,positive
Almost been 3 years,neutral,neutral
"I hate this movie, this movie is so bad that theyÃ??ve ruined MCU",negative,negative
"&quot;And don&#39;t even get me started on Doctor Strange and that little nerd from Earth 199999&quot; (Miguel O Hara, Across the Spiderverse)",negative,negative
kind ironic how Dr Strange says Ã??they all die fighting spidermanÃ?Ã¹ when peter has a no kill rule.,neutral,negative
its been a year y&#39;allllllllllllllllllllllllllllllllllll exactly on dec 17 next year,neutral,neutral
i want to go back in time to watch this movie for the first time again and know all the characters there (i wasnt a marvel fan before nwh),positive,negative
This trailer released 2 years ago today. Man the hype feom the trailer was awesome.,positive,positive
"i re watched today and Strange said &quot;scooby doo this shit&quot; it felt so weird i had to check it, i knew he said crap somewhere.",negative,negative
one of my best movies ???Ã¨,positive,positive
Ah yes.. youth.. never satisfied,negative,positive
Would love to see Tom and elisabeth s characters together,positive,positive
"This was one of the greatest movies that I have been hyping for a long time, and now when I come to see the trailer again it is so beautiful.<br>One of the greatest Marvel movies after Stan Lee died, that legend gave us this amazing character for an amazing movie<br>R.I.P Stan Lee you would never be forgotten by this generation",positive,positive
Bro!!!!! There&#39;s not one or two Spiderman&#39;s!! Bro there&#39;s 3 Spiderman&#39;s!!! OMG!!! THIS IS THE BEST MOVIE I HAVE SEEN IN A LONG TIME!!! AND I WAS BORN IN 95..... I GOT SO CONFUSED WITH THE SPIDER MAN SERIES WHEN I STARTED SEEING ALL THESE NEW CHARACTERS BUT LET ME TELLL YOU THIS MOVIE PUT THE CHERRY ON TOP OF ALL THAT&#39;!!! This is a must watched movie if u are a spiderman fan!!! This movie literally proves that there some many possibilities in life,positive,positive
"man that was such a beautiful, emotional, heartwarming movie. i just finished watching it &amp; its one of the most perfect movies ive seen that i s just 10/10. the writers &amp; director did an amazing job. all 3 spider man actors gave a great emotional performance ???? bravo ???Ã¨???Ã¨???Ã¨???Ã¨???Ã¨???Ã¨???Ã¨",positive,positive
1 year has passed since the trailer was released and I went offline still this movie is in My head???Ã§??Ã¨Ã???Ã¹,positive,negative
WhoÃ??s here July 2024,neutral,neutral
Worst Marvel movie thus far,negative,negative
"not even that the hype has died down looking back the movie is actually really bad, basically the non mcu Spiderman characters carried and tom holland spiderman was basically iron boy jr for like 85% of the movie. It wasn&#39;t until the last 15 minutes he was actually spider-man.",negative,negative
miss the moment,neutral,negative
is trash already watch it no good borring nonsense movie,negative,positive
Disappointed by story multiverse ke karan dekhi thi bs,negative,negative
No way it&#39;s been 3 years already,neutral,neutral
Ah man! I got some serious nostalgia while watching this trailer again????,positive,neutral
Who&#39;s here after shang chi director going to direct spider man 4,positive,neutral
Bullshit ....Doctor strange have no concern with spider man Garbage Ideas ....Again &amp; Again ....Last Stage of Hollywood ....,negative,negative
Stupid boy ruined all,negative,negative
Bro best movie ever for real! Watching this trailer again just gives me chills I will never have a night as good as the opening night of no way home,positive,positive
I still remember watching this movie in theatres on the opening day. Man such a nostalgic moments in this movie.ÃÃ¹?Ã£?Ã¨,positive,neutral
Only we guys know how much  hype this movie created,positive,positive
"I was wondering, If Gwen Stacy died near the end of The Amazing Spiderman 2. How did Peter know that she died? Because didn&#39;t they teleport when Electro was fighting spiderman??",neutral,negative
This is an unforgettable experience,positive,neutral
cannot believe it&#39;s already been a year,neutral,neutral
"such an annoying movie, superhero? more like super idiot.... shoulda listened to strange",negative,negative
Y is this not on Netflix yet???!!,neutral,neutral
"With the Home Trilogy, Into the Spider Verse, and the PlayStation games from Insomniachaving kicked so much @$$, there has never been a better time to be a Spidey-Fan!????????",positive,positive
But where is Venom?,neutral,neutral
"Damn the hype for this movie was insane. Despite being a big marvel fan I never saw infinity war or endgame at the cinema and only watched the first trailer in order to avoid spoilers as I wanted to watch in my own time but when the hype began to build for nwh I got really invested and went with my dad to see it. The first half disappointed me as it wasn&#39;t what I hoped and I found the humour very intrusive in what is quite a dark film but from the electro and sand man fight onwards I became really invested and loved it. Not in my top ten MCU films but definitely the best MCU spider man film, probably 5th best spider man film overall and easily top 15 MCU films. Great film and great experience",positive,positive
They copied this multiverse idea from into the spider verse,negative,neutral
"All talk no show, i hate toms spiderman",negative,negative
Beat Spider-Man movie hands down ??????Ã¨Â®????,positive,positive
"The worst version of spiderman, the only true spiderman is being played by Toby.",negative,positive
"I Still remember the day  1 year ago waiting for this trailer badly,everyone was spaming on this channel that we want no way home trailer and when the trailer came It crossed 600k views in 2 minutes and I took the screenshot of it.<br>The hype for this movie was something a lifetime experience????",neutral,negative
"after seeing the trailer for across the spider-verse, it seems Miles is going through a similar situation that revolves around changing fate",positive,neutral
sorry sir i have permission to ask for the video ï£¿Ã¼Ã´Ã¨,neutral,negative
YouÃ??re telling me that this one trailer got 80 MILLION views!! Dam spider man must be marvels fav,positive,positive
It all went downhill from here,positive,neutral
1 year but why this part is not on netflix?,neutral,neutral
BRO... its been one year exactly- I miss this hype so much the nostalgia???????? never thought in a million years I would miss this phase nor would i feel this way towards a movie. I miss this so much!!<br><br>ItÃ??s been two years..,positive,negative
Andrew Garfield entry and future generations kids be like: why this people yelling at him,neutral,positive
When a trailer gives away most of thr movie,negative,neutral
Anyone after knowing RDJ as Dr. DOOM ?!?,neutral,negative
I only watched half and then goodbye..,negative,neutral
sony really makes the worst trailers,negative,negative
"@ <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=72"">1:12</a> it makes me laugh so much how bad the cuts are ????????????every time",negative,negative
